job_uid,source,source_company,source_job_id,source_url,ingested_at,source_updated_at,pipeline_version,title_raw,title_normalized,job_family,job_function,seniority_level,employment_type,workplace_type,location_raw,location_normalized,country,region,description_raw,description_clean,language,description_hash,dedupe_key,department,team,skills_required,skills_preferred,tools_required,tools_preferred,domains,responsibilities,years_experience_min,years_experience_preferred,education_min,certifications,is_remote,is_hybrid,is_onsite,metadata_raw
greenhouse::stripe::7532733,greenhouse,stripe,7532733,https://stripe.com/jobs/search?gh_jid=7532733,2026-04-06T03:18:32.088387+00:00,2026-04-01T11:46:05-04:00,1.0.0,"Account Executive, AI Sales",,,,,,,"San Francisco, CA","San Francisco, CA",,,"&lt;h2&gt;Who we are&lt;/h2&gt;
&lt;h3&gt;About Stripe&lt;/h3&gt;
&lt;p&gt;Stripe is a financial infrastructure platform for businesses. Millions of companies - from the world’s largest enterprises to the most ambitious startups - use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone&#39;s reach while doing the most important work of your career.&lt;/p&gt;
&lt;h3&gt;About the team&lt;/h3&gt;
&lt;p&gt;The AI team is focused on one of Stripe’s most strategic growth areas: enabling the monetization and scaling of AI-native and AI-enabled businesses. We’re in a unique position – partnering with the world’s most ambitious AI companies (the likes of OpenAI, Anthropic, NVIDIA, etc) building on the frontier of artificial intelligence -- across infrastructure, foundation models, agents, and applications -- to help them grow and commercialize globally using Stripe’s full financial stack.&lt;/p&gt;
&lt;p&gt;As part of Stripe’s GTM / Sales organization, this team works closely with Product, Engineering, and Marketing to shape Stripe’s AI GTM strategy and ensure that the world’s leading AI companies -- from early-stage innovators to the largest public players -- choose Stripe as their monetization platform.&lt;/p&gt;
&lt;h3&gt;What you’ll do&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;Work with existing Stripe customers in the AI Industry to develop and execute long-term sales strategies to expand Stripe’s revenue&lt;/li&gt;
&lt;li&gt;Own the full sales cycle, from business case development, to deal structuring and negotiating, to close&lt;/li&gt;
&lt;li&gt;Develop account plans and cross sell into your list of strategic AI customers, driving growth through expansion and new revenue streams&amp;nbsp;&lt;/li&gt;
&lt;li&gt;Drive deal strategy and commercial negotiations for large, complex renewals&lt;/li&gt;
&lt;li&gt;Develop relationships with executive stakeholders within your book of business, deeply understanding problems they are solving and helping drive to solutions&lt;/li&gt;
&lt;li&gt;Be responsible for account mapping and coordinating effective meetings with the appropriate external stakeholders expanding the customer relationship&lt;/li&gt;
&lt;li&gt;Lead and contribute to team projects to develop and refine our sales process and help shape the Stripe sales culture&lt;/li&gt;
&lt;/ul&gt;
&lt;h3&gt;Minimum requirements&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;
&lt;ul&gt;
&lt;li&gt;10+ years of sales experience, preferably selling a technical product, with a track record of top performance&lt;/li&gt;
&lt;li&gt;4+ years leading complex sales cycles with Enterprise organizations required&lt;/li&gt;
&lt;li&gt;Ability to understand technical requirements and craft solutions across multiple products&lt;/li&gt;
&lt;li&gt;Ability to develop and execute account plans spanning multiple business units across complex organizations&lt;/li&gt;
&lt;li&gt;A knack for working well with a wide range of people, both internally and externally&lt;/li&gt;
&lt;li&gt;Strong presentation skills, particularly for in-person meetings with multiple stakeholders&lt;/li&gt;
&lt;li&gt;Proven ability to lead complex negotiations involving bespoke commercial agreements&lt;/li&gt;
&lt;li&gt;Superior verbal and written communication skills&lt;/li&gt;
&lt;li&gt;Ability to operate in a highly ambiguous and fast-paced environment&lt;/li&gt;
&lt;li&gt;Strong interest in technology and a deep understanding of the space&lt;/li&gt;
&lt;/ul&gt;
&lt;/li&gt;
&lt;/ul&gt;","<h2>Who we are</h2> <h3>About Stripe</h3> <p>Stripe is a financial infrastructure platform for businesses. Millions of companies - from the world’s largest enterprises to the most ambitious startups - use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone's reach while doing the most important work of your career.</p> <h3>About the team</h3> <p>The AI team is focused on one of Stripe’s most strategic growth areas: enabling the monetization and scaling of AI-native and AI-enabled businesses. We’re in a unique position – partnering with the world’s most ambitious AI companies (the likes of OpenAI, Anthropic, NVIDIA, etc) building on the frontier of artificial intelligence -- across infrastructure, foundation models, agents, and applications -- to help them grow and commercialize globally using Stripe’s full financial stack.</p> <p>As part of Stripe’s GTM / Sales organization, this team works closely with Product, Engineering, and Marketing to shape Stripe’s AI GTM strategy and ensure that the world’s leading AI companies -- from early-stage innovators to the largest public players -- choose Stripe as their monetization platform.</p> <h3>What you’ll do</h3> <ul> <li>Work with existing Stripe customers in the AI Industry to develop and execute long-term sales strategies to expand Stripe’s revenue</li> <li>Own the full sales cycle, from business case development, to deal structuring and negotiating, to close</li> <li>Develop account plans and cross sell into your list of strategic AI customers, driving growth through expansion and new revenue streams&nbsp;</li> <li>Drive deal strategy and commercial negotiations for large, complex renewals</li> <li>Develop relationships with executive stakeholders within your book of business, deeply understanding problems they are solving and helping drive to solutions</li> <li>Be responsible for account mapping and coordinating effective meetings with the appropriate external stakeholders expanding the customer relationship</li> <li>Lead and contribute to team projects to develop and refine our sales process and help shape the Stripe sales culture</li> </ul> <h3>Minimum requirements</h3> <ul> <li> <ul> <li>10+ years of sales experience, preferably selling a technical product, with a track record of top performance</li> <li>4+ years leading complex sales cycles with Enterprise organizations required</li> <li>Ability to understand technical requirements and craft solutions across multiple products</li> <li>Ability to develop and execute account plans spanning multiple business units across complex organizations</li> <li>A knack for working well with a wide range of people, both internally and externally</li> <li>Strong presentation skills, particularly for in-person meetings with multiple stakeholders</li> <li>Proven ability to lead complex negotiations involving bespoke commercial agreements</li> <li>Superior verbal and written communication skills</li> <li>Ability to operate in a highly ambiguous and fast-paced environment</li> <li>Strong interest in technology and a deep understanding of the space</li> </ul> </li> </ul>",,1f48b174ff4edd0a75302f0d1f864815afc8c2e53867669c6ce13207d39efbf1,9cc6572c9c421dc9ecf51d174be299450ed01a283d39740cc17c75fce636bb49,1175 Enterprise - Account Executives (NA),,[],[],[],[],[],[],,,,[],False,False,False,{}
greenhouse::stripe::7306915,greenhouse,stripe,7306915,https://stripe.com/jobs/search?gh_jid=7306915,2026-04-06T03:18:32.088387+00:00,2026-04-01T11:46:05-04:00,1.0.0,"Account Executive, Commercial (Existing Business)",,,,,,,"Chicago, IL.","Chicago, IL.",,,"&lt;h2&gt;&lt;strong&gt;Who we are&lt;/strong&gt;&lt;/h2&gt;
&lt;h3&gt;&lt;strong&gt;About Stripe&lt;/strong&gt;&lt;/h3&gt;
&lt;p&gt;Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important work of your career.&lt;/p&gt;
&lt;h3&gt;&lt;strong&gt;About the team&amp;nbsp;&lt;/strong&gt;&lt;/h3&gt;
&lt;p&gt;The Commercial Sales team is responsible for the acquisition, growth, retention, and expansion of mid-market customers. As an Existing Business Account Executive, you’ll set strategy for your territory, identify opportunities for existing customers to get the most out of Stripe, execute scaled sales strategies to grow revenue and drive end-to-end campaigns to nurture relationships and increase adoption of Stripe products.&lt;/p&gt;
&lt;h2&gt;&lt;strong&gt;What you’ll do&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;As a Commercial Existing Business Account Executive, you will play an instrumental role in fueling Stripe’s growth and expanding revenue from Stripe’s existing mid-market customers. In this role, you will also help build out a new team touching more of our install base and GTM motion at Stripe.&lt;/p&gt;
&lt;h3&gt;&lt;strong&gt;Responsibilities&lt;/strong&gt;&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;Generate upsell opportunities to drive revenue growth in your territory (100 accounts)&lt;/li&gt;
&lt;li&gt;Develop and implement sales strategies to grow revenue per user, adopt new products and ensure retention&lt;/li&gt;
&lt;li&gt;Identify and understand users’ pain points to propose Stripe solutions and own the full sales cycle, from business case development to close&lt;/li&gt;
&lt;li&gt;Own contract renewals and lead commercial negotiations to increase and retain existing customer revenue and increase Stripe share of wallet&lt;/li&gt;
&lt;li&gt;Work cross-functionally to solve user pain points and improve Stripe’s product&lt;/li&gt;
&lt;li&gt;You will be required to work from the Chicago office three (3) days per week&lt;/li&gt;
&lt;/ul&gt;
&lt;h2&gt;&lt;strong&gt;Who you are&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;We’re looking for someone who meets the minimum requirements to be considered for the role. If you meet these requirements, you are encouraged to apply. The preferred qualifications are a bonus, not a requirement.&lt;/p&gt;
&lt;h3&gt;&lt;strong&gt;Minimum requirements&lt;/strong&gt;&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;Minimum of 5+ years full sales cycle/closing experience with existing business accounts&lt;/li&gt;
&lt;li&gt;Ability to understand technical requirements and craft solutions across multiple technology&amp;nbsp; products&lt;/li&gt;
&lt;li&gt;Ability to perform quantitative analysis and independently manage pricing negotiations&amp;nbsp;&lt;/li&gt;
&lt;li&gt;Strong operational acumen and ability to manage and prioritize a book of 100 accounts&amp;nbsp;&lt;/li&gt;
&lt;li&gt;Ability and motivation to operate in a highly ambiguous and fast-paced environment&lt;/li&gt;
&lt;li&gt;Superior verbal and written communication skills&lt;/li&gt;
&lt;li&gt;You will be required to work from the Chicago office three (3) days per week&lt;/li&gt;
&lt;/ul&gt;
&lt;h3&gt;&lt;strong&gt;Preferred qualifications&lt;/strong&gt;&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;Prior experience in a sales and/or customer-facing role at a high growth payments company&lt;/li&gt;
&lt;/ul&gt;
&lt;p&gt;&amp;nbsp;&lt;/p&gt;","<h2><strong>Who we are</strong></h2> <h3><strong>About Stripe</strong></h3> <p>Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important work of your career.</p> <h3><strong>About the team&nbsp;</strong></h3> <p>The Commercial Sales team is responsible for the acquisition, growth, retention, and expansion of mid-market customers. As an Existing Business Account Executive, you’ll set strategy for your territory, identify opportunities for existing customers to get the most out of Stripe, execute scaled sales strategies to grow revenue and drive end-to-end campaigns to nurture relationships and increase adoption of Stripe products.</p> <h2><strong>What you’ll do</strong></h2> <p>As a Commercial Existing Business Account Executive, you will play an instrumental role in fueling Stripe’s growth and expanding revenue from Stripe’s existing mid-market customers. In this role, you will also help build out a new team touching more of our install base and GTM motion at Stripe.</p> <h3><strong>Responsibilities</strong></h3> <ul> <li>Generate upsell opportunities to drive revenue growth in your territory (100 accounts)</li> <li>Develop and implement sales strategies to grow revenue per user, adopt new products and ensure retention</li> <li>Identify and understand users’ pain points to propose Stripe solutions and own the full sales cycle, from business case development to close</li> <li>Own contract renewals and lead commercial negotiations to increase and retain existing customer revenue and increase Stripe share of wallet</li> <li>Work cross-functionally to solve user pain points and improve Stripe’s product</li> <li>You will be required to work from the Chicago office three (3) days per week</li> </ul> <h2><strong>Who you are</strong></h2> <p>We’re looking for someone who meets the minimum requirements to be considered for the role. If you meet these requirements, you are encouraged to apply. The preferred qualifications are a bonus, not a requirement.</p> <h3><strong>Minimum requirements</strong></h3> <ul> <li>Minimum of 5+ years full sales cycle/closing experience with existing business accounts</li> <li>Ability to understand technical requirements and craft solutions across multiple technology&nbsp; products</li> <li>Ability to perform quantitative analysis and independently manage pricing negotiations&nbsp;</li> <li>Strong operational acumen and ability to manage and prioritize a book of 100 accounts&nbsp;</li> <li>Ability and motivation to operate in a highly ambiguous and fast-paced environment</li> <li>Superior verbal and written communication skills</li> <li>You will be required to work from the Chicago office three (3) days per week</li> </ul> <h3><strong>Preferred qualifications</strong></h3> <ul> <li>Prior experience in a sales and/or customer-facing role at a high growth payments company</li> </ul> <p>&nbsp;</p>",,481057e74c29bfed592f2ae7da35501c98dc8e3382a47587d74d9569d5ff3435,e7ba061db44bc822286dc6dc342d0b09d64c3226d0af445d0bb94a3b3715c91f,1651 Velocity - Account Executives (NA),,[],[],[],[],[],[],,,,[],False,False,False,{}
greenhouse::stripe::7458833,greenhouse,stripe,7458833,https://stripe.com/jobs/search?gh_jid=7458833,2026-04-06T03:18:32.088387+00:00,2026-04-01T11:46:05-04:00,1.0.0,"Account Executive, Enterprise (Hunter)",,,,,,,Paris,Paris,,,"&lt;h2&gt;&lt;strong&gt;Who we are&lt;/strong&gt;&lt;/h2&gt;
&lt;h3&gt;&lt;strong&gt;About Stripe&lt;/strong&gt;&lt;/h3&gt;
&lt;p&gt;Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important work of your career.&lt;/p&gt;
&lt;h3&gt;&lt;strong&gt;About the team&lt;/strong&gt;&lt;/h3&gt;
&lt;p&gt;As an Account Executive, Enterprise at Stripe, you will drive Stripe’s future growth engine by building new relationships with prospective companies, turning them into happy Stripe users.&lt;/p&gt;
&lt;h2&gt;&lt;strong&gt;What you’ll do&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;As an Enterprise Account Executive, you’ll own the full sales cycle, from prospecting and closing to managing existing relationships and identifying new opportunities to expand Stripe’s footprint within existing accounts. Specifically, we’re looking for someone who can execute on long-term sales strategies, engage with internal and external stakeholders, align on technical and business requirements with product teams, build value in competitive situations, lead commercial negotiations, and close deals.&lt;/p&gt;
&lt;h3&gt;&lt;strong&gt;Responsibilities&lt;/strong&gt;&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;Own a named account list and develop account plans for winning new business with digital native and enterprise companies&lt;/li&gt;
&lt;li&gt;Build and maintain key relationships with C-level executives, while orchestrating the right executive touch points as well&lt;/li&gt;
&lt;li&gt;Develop outbound strategies to create and nurture opportunities&lt;/li&gt;
&lt;li&gt;Own the full sales cycle from prospecting to close, to go live&lt;/li&gt;
&lt;li&gt;Own and lead commercial negotiations to increase and retain customer revenue and Stripe market share&lt;/li&gt;
&lt;li&gt;Develop relationships with executive stakeholders at prospective users&lt;/li&gt;
&lt;li&gt;Work with company leaders from multiple functions (e.g., Engineering, Product, and Finance) to lead complex product workshops and develop financial analyses&lt;/li&gt;
&lt;li&gt;Lead and contribute to team projects to develop and refine our sales process&lt;/li&gt;
&lt;li&gt;Engage with cross functional teams (Solutions Architects, Partners, Post Sales, Product and Engineering) to help drive and iterate Stripe’s strategy.&lt;/li&gt;
&lt;/ul&gt;
&lt;h2&gt;&lt;strong&gt;Who you are&lt;/strong&gt;&lt;/h2&gt;
&lt;p&gt;You are an adept salesperson, capable of selling value into prospective customers, engaging in business-level and technical conversations at multiple levels of the organization, including the CTO, COO, and CFO. You have experience working with upper middle market and/or enterprise companies. You have an in-depth understanding of the buyer journey and can lead a complex, multi-party sale in a highly consultative manner. You are used to building value in competitive situations and enjoy working on products that require deep product understanding, combined with technical knowledge. You are naturally analytical and enjoy digging into business models and helping businesses quantify their investment decisions. You get excited about prospecting, and are capable of independently leading a sales cycle from start to finish. Finally, you enjoy building – you like to actively participate in the development of our sales process, the articulation of our value proposition, and the creation of key tools and assets.&lt;br&gt;If you’re motivated, smart, persistent, resilient and a great teammate, we want to hear from you!&lt;/p&gt;
&lt;p&gt;We’re looking for someone who meets the minimum requirements to be considered for the role. If you meet these requirements, you are encouraged to apply. The preferred qualifications are a bonus, not a requirement.&lt;/p&gt;
&lt;h3&gt;&lt;strong&gt;Minimum requirements&lt;/strong&gt;&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;10+ years of sales experience, preferably at a technology company, with a track record of top performance&lt;/li&gt;
&lt;li&gt;Extensive experience directly selling a technology product or service, preferably at an API-first company, with a record of top performance&lt;/li&gt;
&lt;li&gt;A proven track record of moving sales processes forward from inception to close by leading complex, multi-party sales in a highly consultative manner, understanding strategies and applying value proposition&lt;/li&gt;
&lt;li&gt;A positive attitude and tireless work ethic when encountering blockers to success, whether external or internal&lt;/li&gt;
&lt;li&gt;Used to driving high activity with a goal of building and executing a healthy pipeline of qualified deals to close&lt;/li&gt;
&lt;li&gt;Ability to understand complex business problems companies face today, and craft solutions across multiple products&lt;/li&gt;
&lt;li&gt;Ability to develop and execute account plans spanning multiple business units across complex organizations&lt;/li&gt;
&lt;li&gt;Strong presentation skills, particularly for in-person meetings with multiple stakeholders&lt;/li&gt;
&lt;li&gt;Proven ability to lead complex negotiations involving bespoke commercial agreements&lt;/li&gt;
&lt;li&gt;Superior verbal and written communication skills in both French and English&lt;/li&gt;
&lt;li&gt;Ability to operate in a highly ambiguous and fast-paced environment&lt;/li&gt;
&lt;li&gt;Strong interest in technology&lt;/li&gt;
&lt;/ul&gt;
&lt;h3&gt;&lt;strong&gt;Preferred requirements&lt;/strong&gt;&lt;/h3&gt;
&lt;ul&gt;
&lt;li&gt;Prior experience at a growth stage internet/software company&lt;/li&gt;
&lt;li&gt;Experience in fintech/payments is a plus&lt;/li&gt;
&lt;/ul&gt;","<h2><strong>Who we are</strong></h2> <h3><strong>About Stripe</strong></h3> <p>Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world’s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone’s reach while doing the most important work of your career.</p> <h3><strong>About the team</strong></h3> <p>As an Account Executive, Enterprise at Stripe, you will drive Stripe’s future growth engine by building new relationships with prospective companies, turning them into happy Stripe users.</p> <h2><strong>What you’ll do</strong></h2> <p>As an Enterprise Account Executive, you’ll own the full sales cycle, from prospecting and closing to managing existing relationships and identifying new opportunities to expand Stripe’s footprint within existing accounts. Specifically, we’re looking for someone who can execute on long-term sales strategies, engage with internal and external stakeholders, align on technical and business requirements with product teams, build value in competitive situations, lead commercial negotiations, and close deals.</p> <h3><strong>Responsibilities</strong></h3> <ul> <li>Own a named account list and develop account plans for winning new business with digital native and enterprise companies</li> <li>Build and maintain key relationships with C-level executives, while orchestrating the right executive touch points as well</li> <li>Develop outbound strategies to create and nurture opportunities</li> <li>Own the full sales cycle from prospecting to close, to go live</li> <li>Own and lead commercial negotiations to increase and retain customer revenue and Stripe market share</li> <li>Develop relationships with executive stakeholders at prospective users</li> <li>Work with company leaders from multiple functions (e.g., Engineering, Product, and Finance) to lead complex product workshops and develop financial analyses</li> <li>Lead and contribute to team projects to develop and refine our sales process</li> <li>Engage with cross functional teams (Solutions Architects, Partners, Post Sales, Product and Engineering) to help drive and iterate Stripe’s strategy.</li> </ul> <h2><strong>Who you are</strong></h2> <p>You are an adept salesperson, capable of selling value into prospective customers, engaging in business-level and technical conversations at multiple levels of the organization, including the CTO, COO, and CFO. You have experience working with upper middle market and/or enterprise companies. You have an in-depth understanding of the buyer journey and can lead a complex, multi-party sale in a highly consultative manner. You are used to building value in competitive situations and enjoy working on products that require deep product understanding, combined with technical knowledge. You are naturally analytical and enjoy digging into business models and helping businesses quantify their investment decisions. You get excited about prospecting, and are capable of independently leading a sales cycle from start to finish. Finally, you enjoy building – you like to actively participate in the development of our sales process, the articulation of our value proposition, and the creation of key tools and assets.<br>If you’re motivated, smart, persistent, resilient and a great teammate, we want to hear from you!</p> <p>We’re looking for someone who meets the minimum requirements to be considered for the role. If you meet these requirements, you are encouraged to apply. The preferred qualifications are a bonus, not a requirement.</p> <h3><strong>Minimum requirements</strong></h3> <ul> <li>10+ years of sales experience, preferably at a technology company, with a track record of top performance</li> <li>Extensive experience directly selling a technology product or service, preferably at an API-first company, with a record of top performance</li> <li>A proven track record of moving sales processes forward from inception to close by leading complex, multi-party sales in a highly consultative manner, understanding strategies and applying value proposition</li> <li>A positive attitude and tireless work ethic when encountering blockers to success, whether external or internal</li> <li>Used to driving high activity with a goal of building and executing a healthy pipeline of qualified deals to close</li> <li>Ability to understand complex business problems companies face today, and craft solutions across multiple products</li> <li>Ability to develop and execute account plans spanning multiple business units across complex organizations</li> <li>Strong presentation skills, particularly for in-person meetings with multiple stakeholders</li> <li>Proven ability to lead complex negotiations involving bespoke commercial agreements</li> <li>Superior verbal and written communication skills in both French and English</li> <li>Ability to operate in a highly ambiguous and fast-paced environment</li> <li>Strong interest in technology</li> </ul> <h3><strong>Preferred requirements</strong></h3> <ul> <li>Prior experience at a growth stage internet/software company</li> <li>Experience in fintech/payments is a plus</li> </ul>",,4db715a6b33b37407202a2a40033c7f79681508ce3d5ae6ad4c85f0fb3605e6d,517a559e1f169cdcfb718153271e847f0eaf09ea0fd9c1a0af2163e2127e5afe,1185 Account Executives (EMEA),,[],[],[],[],[],[],,,,[],False,False,False,{}
